Category	Name	Link	English content	French content	Image eng	Image fr	Contact
2	Trust and Support Network (TSN)	https://www.epfl.ch/campus/community/trust-and-support-network/	L'espace transitions (ET) is a project of the UNIL Sustainability Center of Competence. It aims to support the development of emotional skills related to sustainability issues. For this, several activities are offered - conferences and workshops, as well as free moments of sharing. The team also responds to the needs of the campus community on these issues, supports new projects and raises the profile of existing projects. The ET is located in room 046 of the Vortex building. The activities are relayed on the Instagram account @espace.transitions. You can also contact us at espace.transitions@unil.ch. Welcome!	Le Réseau de Confiance et de Soutien de l'EPFL comprend, entre autres, le département des Affaires étudiantes, l'École doctorale, le Bureau de l'Égalité des chances, le Point Santé, la Personne de confiance et les responsables des ressources humaines. Il réunit des instances internes et externes de l'EPFL ayant pour mission de fournir une assistance initiale dans les situations de harcèlement, de discrimination et d'autres risques psychosociaux.	Trust-support-network-epfl.png	Trust-support-network-epfl.png	ines.ariceta@epfl.ch
2	Mindfulness	https://www.epfl.ch/campus/security-safety/en/health/mental-health-well-being/well-being/mindfulness/	Free of charge from October to end of June every Tuesdays either in presence in room CO 011 or online. Either from 12h30 to 13h or 13h to 13h30. 2024: practices according to the four pillar of mental health designed by Prof. Richard Davidson: awareness, connexion, insight, meaning and values. Opening an account is required before registering into the sessions.	Gratuit d'octobre à fin juin, chaque mardi soit en présentiel en salle CO 011 ou en ligne. A choix de 12h30 à 13h ou de 13h à 13h30. En 2024: pratiques des quatre piliers de la santé mentale de Prof. Richard Davidson: la conscience, la connexion, la compréhension de soi, le sens de la vie et les valeurs.Ouvrir un compte est nécessaire pour s'enregistrer aux sessions.	mindfulness.png	mindfulness.png	
2	Guided meditation	https://www.epfl.ch/campus/spiritual-care/activites/meditation/	Come and sit down, away from what scatters and hustle you, and reconnect with yourself. Come and take the time to close your eyes and appreciate the only moment we have the opportunity to live: the present one. The guided meditation times are intended to be humanistic, that is, open to the entire university community, regardless of the spiritual tradition of the participant. During 10-15′, indications are given (in French and English) then during the remaining 15-20′, it is complete silence.	Venez vous asseoir, loin de l’éparpillement et de l’agitation, et vous reconnecter à vous-même. Venez prendre le temps de fermer les yeux et d’apprécier le seul moment qu’il nous soit donné de vivre: l’instant présent. Les temps de méditation guidée se veulent humanistes, c’est-à-dire ouverts à toute la communauté universitaire, peu importe la tradition spirituelle des participant·e·s. Pendant 10-15′, des indications sont données (en français et en anglais) puis pendant les 15-20′ restantes, c’est le silence complet.	meditation.png	meditation_fr.png	alexandre.mayor@epfl.ch
2	Forêt de Dorigny	https://www.google.com/maps/place/For%C3%AAt+de+Dorigny/@46.5233077,6.578139,15z/data=!4m2!3m1!1s0x0:0x72d0e6ee0ae1dd4c?sa=X&ved=2ahUKEwiqx5nplcL-AhVPhf0HHTw7AHwQ_BJ6BAhVEAg	Located adjacent to campus, Dorigny forest provides a peaceful sanctuary for relaxation, hiking, and picnicking. It's also an excellent space to connect with nature and deepen your appreciation for the environment.	Située à proximité du campus, la forêt de Dorigny offre un sanctuaire paisible pour se détendre, faire de la randonnée et pique-niquer. C'est également un espace idéal pour se connecter avec la nature et approfondir votre appréciation de l'environnement.	forest.png	forest.png	
3	Marché EPFL	https://www.facebook.com/MarcheEPFL/	EPFL's weekly market on Mondays from 10 a.m. to 4 p.m. on the Esplanade.	Marché hebdomadaire de l'EPFL se déroulant le lundi de 10h à 16h sur l'Esplanade.	marche.png	marche.png	marche@unipoly.ch
3	Epicerie coopérative le Vorace	https://levorace.ch/	Le Vorace is a cooperative grocery store dedicated to developing the region's social and economic fabric. Its main aim is to promote products from local, environmentally-friendly agriculture. In addition to food products, it offers a range of bulk products for everyday use.	Le Vorace est une épicerie coopérative dédiée au développement du tissu social et économique de la région. Son objectif principal est de promouvoir les produits issus d'une agriculture locale et respectueuse de l'environnement. En plus des produits alimentaires, elle propose une gamme de produits en vrac à usage quotidien.	le_vorace_transparent.png	le_vorace_transparent.png	info@levorace.ch
3	Epilibre	https://unipoly.ch/epilibre-english/	Epilibre is the first EPFL grocery store offering organic, bulk and local products with a minimum of waste, managed by an EPFL association. It is located on the EPFL campus, in the hall of SV building.	Epilibre est la première épicerie de l’EPFL proposant des produits biologiques, en vrac et locaux avec un minimum de déchets, gérée par une association de l’EPFL. Elle est située sur le campus de l’EPFL, dans le hall du bâtiment SV.	epilibre2.png	epilibre2.png	
3	180c	https://180c.ch/	180C is an association dedicated to promoting cooking at UNIL and EPFL. Its mission is to share a passion for cooking and make it simple, accessible, and sustainable for students.	180C est une association de promotion de la cuisine à l’UNIL et l’EPFL. Elle a pour mission de partager la passion de la cuisine et de la rendre simple, accessible et durable pour les étudiant.e.s.	180c.png	180c.png	
3	Ferme de Bassenges	https://fermedebassenges.ch/	Ferme de Bassenges is a farm founded in 2020 by a group of young farmers and engineers. Located near EPFL and the SwissTech Convention Center, its primary mission is to engage in organic, biodynamic, and low-tech agriculture.	La Ferme de Bassenges est une ferme fondée en 2020 par un groupe de jeunes agriculteurs et d'ingénieurs. Située à proximité de l'EPFL et du SwissTech Convention Center, sa principale mission est de se consacrer à l'agriculture biologique, biodynamique et low-tech.	ferme de bassengers.png	ferme de bassengers.png	amnestyhel@asso-unil.ch
3	Castor Freegan	https://www.epfl.ch/campus/restaurants-shops-hotels/fr/le-castor-freegan/	The participatory project "Le castor Freegan" transforms unsold fruit and vegetables collected on the same day into a free-price dinner at the Rolex Learning Center. It's a student-run cafeteria designed to get students involved in joint projects. You can come and eat that evening, but you can also help to cook, serve or collect unsold produce.	Le projet participatif “Le castor Freegan” revalorise des invendus de fruits et légumes récupérés le jour même en un dîner à prix libre au Rolex Learning Center. C’est une cafétéria autogérée par des étudiant.es pour engager la participation des étudiant.es sur des projets communs. Tu pourras venir manger le soir même mais aussi aider pour cuisiner, servir ou pour aller chercher les invendus.	Le_castor_logo.png	Le_castor_logo.png	comite@unipoly.ch
4	EPFL Changemakers	https://www.epfl.ch/innovation/students-innovation-lab/epfl-changemakers/	A 12-week program for students ready to embark on a great learning journey, boost their innovation and entrepreneurial skills, reflect on their impact, and turn their idea into real-life project.	Un programme de 12 semaines destiné aux étudiants prêts à se lancer dans un grand voyage d'apprentissage, à renforcer leurs compétences en matière d'innovation et d'entrepreneuriat, à réfléchir sur leur impact, et à transformer leur idée en un projet concret.	Changemakers_Logo.png	Changemakers_Logo.png	marius.aeberli@epfl.ch
4	Durabilis	https://www.epfl.ch/about/sustainability/sustainability-in-education/durabilis-award/	The Durabilis Award, introduced in March 2007, is given to student projects that explore issues related to sustainability. The competition is open to all Bachelor’s and Master’s students at EPFL and UNIL. Candidates must have obtained a minimum grade of 5 out of 6 to compete, and both individual and group projects are accepted. The Durabilis Award is supported by EPFL’s Vice Presidency for Responsible Transformation and by the Rectorate of the University of Lausanne.	Le prix Durabilis, lancé en mars 2007, prime des projets d’étudiantes ou d’étudiants qui intègrent une réflexion sur la durabilité. Le concours est ouvert à tout membre du corps estudiantin en cycle Bachelor et Master de l’UNIL et de l’EPFL ayant obtenu une note supérieure à 5 pour le travail soumis, qu’il soit individuel ou en groupe. Le prix Durabilis est soutenu par la Vice-présidence pour la transformation responsable (VPT) et par la Direction de l’Université de Lausanne.	durabilis.jpg	durabilis.jpg	genevieve.rossier@epfl.ch
4	Make	https://www.epfl.ch/education/educational-initiatives/discovery-learning-program-2/interdisciplinary-projects/	The MAKE initiative makes it possible to integrate interdisciplinarity, project-based learning, experimentation and prototyping into students’ curricula. The initiative provides teachers with Discovery Learning Labs (DLLs). Spaces including state-of-the-art equipment to offer practical work directly related to research or the industrial environment. Finally, the initiative also provides students (bachelor and master) with a professional consulting service and prototyping spaces to support them in the realization of their open projects.	L’initiative MAKE permet d’intégrer interdisciplinarité, apprentissage par projet, expérimentation et prototypage au cursus des étudiantes et étudiants. L’initiative met à disposition des enseignantes et enseignants les Discovery Learning Labs (DLL). Des espaces comprenant des équipements de pointe permettant de proposer des travaux pratiques en lien direct avec la recherche ou le milieu industriel. Finalement, l’initiative fournit également aux étudiantes et étudiants (bachelor et master) un service de conseil professionnel et des espaces de prototypage pour les accompagner dans la concrétisation de leurs projets.	EPFL Make.png	EPFL Make.png	julien.delisle@epfl.ch
4	RebuiLT	https://rebuilt.cargo.site/	rebuiLT is a student-initiated MAKE project that aims to experiment and promote sustainable construction and the implementation of healthier and more frugal lifestyles. Based on the dynamics of the Low Tech Lab Lausanne, this project is taking shape with the construction of a community pavilion in Ecublens, enabling the implementation of construction solutions using reused or bio-sourced materials, low-tech technologies in an urban environment and a participatory construction approach with future users. Students work together to acquire both technical and human skills in a shared-governance organization.	rebuiLT est un projet MAKE d’initiative étudiante qui a pour but d'expérimenter et promouvoir la construction durable et la mise en pratique de modes de vie plus sains et sobres. Basé sur une dynamique du Low Tech Lab Lausanne, ce projet se concrétise avec la construction d'un pavillon communautaire à Ecublens qui permet de mettre en place des solutions de construction avec des matériaux de réemplois ou biosourcés, des technologies low-tech en milieu urbain et une démarche de construction participative avec les futur.e.s utilisateur.ice.s. Les étudiant.e.s collaborent pour acquérir des compétences tant techniques qu’humaines dans une organisation en gouvernance partagée.	rebuilt_black.png	rebuilt_black.png	rebuiLT@unipoly.ch
4	SaiLowTech	https://sailowtech.ch/en/home-page/	“Raising the voice of the Ocean”. This is the mission that the Sailowtech association has set itself! Sailowtech believes in the power of scientific discovery and the transmission of values for the preservation of the oceans and its inhabitants. Concretely, Sailowtech offers sailing as support for low-tech and frugal scientific initiatives and makes scientific research accessible to raise awareness, in order to provide the widest audience with tools for understanding climate issues, without judgment and in respect of the economic and social constraints of each environment.	« Faire résonner la voix de l’Océan », Voici la mission que s’est fixée l’association Sailowtech ! Elle croit au pouvoir du lien entre la découverte, l’innovation et l’esprit d’aventure pour la préservation de notre bien le plus précieux : l’Océan. Concrètement, Sailowtech propose la navigation à la voile comme soutien d’initiatives scientifiques frugales et rend accessible la recherche scientifique pour éveiller les consciences. Elle souhaite apporter au plus grand nombre les outils de compréhension des enjeux climatiques, sans jugement et dans le respect des contraintes économiques et sociales de chaque milieu.	sailowtech.png	sailowtech.png	contact@sailowtech.ch
4	Low Tech Lab	https://lowtechlab.unipoly.ch/	What if we imagined more sustainable and locally-based technologies? We could choose to use simpler technologies that don't circumnavigate the planet several times before reaching us. This is the vision of technology advocated by the low-tech movement, as opposed to high-tech. These technologies adhere to three key principles in their design: usefulness, accessibility, and sustainability. The Low-tech Lab Lausanne aims to develop the low-tech approach within the EPFL campus and in the Lausanne region, as well as to support projects that embody a technically sustainable and desirable society.	Et si on imaginait des technologies plus sobres et plus locales ? On pourrait décider d’utiliser des technologies plus simples, qui ne font pas plusieurs fois le tour de la planète avant d’arriver chez nous. C’est la vision de la technologie défendue par le mouvement des low-techs, ou basses technologies, par opposition aux high-techs. Ces technologies répondent à trois grands principes dans leur conception : utiles, accessibles, durables. Le Low-tech Lab Lausanne a ainsi pour but de développer la démarche low-tech au sein du campus de l’EPFL et dans la région de Lausanne, ainsi que de soutenir des projets incarnant une société techniquement soutenable et souhaitable.	low_tech_lab.png	low_tech_lab.png	
4	Skil	https://www.epfl.ch/labs/skil/en/about/	The Student Kreativity and Innovation Lab (SKIL) is an ENAC initiative, which aims at promoting a new culture at EPFL by encouraging student initiative, creativity, and interdisciplinarity in a workshop environment permitting the realization of hands-on projects. This workshop, officially inaugurated in September 2018, is intended mainly for ENAC students, but is also open to BA and MA students from across EPFL. It supports projects by groups or individual students who wish to develop their own ideas and require a practical learning space.	Le Student Kreativity and Innovation Lab (SKIL) est une initiative de l’ENAC qui vise à promouvoir une culture nouvelle à l’EPFL, orientée sur l’interdisciplinarité et la prise d’initiative des étudiants. Le SKIL soutient les projets, les groupes ou les étudiants qui souhaitent développer leur propre idée et recherchent un espace d’apprentissage pratique. L’environnement d’atelier de ses locaux et leur équipement technique permettent la réalisation de tels projets. Inauguré officiellement en septembre 2018, le SKIL est en priorité destiné aux étudiants de la Faculté ENAC mais reste ouvert plus largement aux étudiants de bachelor et de master de l’EPFL.	SKIL_logo.png	SKIL_logo.png	skil@epfl.ch
5	Slow ta carrière	https://www.le-bon-sens.ch/slowtacarriere	The “SLOW TA CARRIERE” professional orientation workshops offer a space for reflection and the development of eco-projects for people wishing to “green” their professional life, by proposing an approach where ecological limits and social responsibility are considered as criteria for career choice, in the same way as the professional interests or the personality of the participants.	Les ateliers d’orientation professionnelle « SLOW TA CARRIERE » offrent un espace réflexif et d’élaboration d’éco-projets aux personnes désireuses de « verdir » leur vie professionnelle, en proposant une démarche où les limites écologiques et la responsabilité sociale sont considérées comme des critères de choix d’orientation, au même titre que les intérêts professionnels ou la personnalité des participant.e.s .	slow_ta_carriere.png	slow_ta_carriere.png	sperdrix@le-bon-sens.ch
5	association débouchés durables	https://unipoly.ch/debouches-durables/	Débouchés Durables is a center of Unipoly which seeks to make issues concerning sustainability visible in the future experiences (professional, associative, etc.) of students. This involves the proposal of articles on the concept of "sustainable outlets", conferences/events in order to feed the reflection on the matter, a database of companies selected in accordance with a charter of values, and a permanent service to listen to students' questions...	Débouchés Durables est un pôle d’Unipoly qui cherche à rendre visible les questions concernant la durabilité dans les futures expériences (professionnelles, associatives…) des étudiant.e.s. Cela passe par la proposition d’articles sur la notion de « débouchés durables », des conférences/événements afin de nourrir la réflexion, une base de données d’entreprises sélectionnées conformément à une charte de valeurs, une permanence à l’écoute des questionnements des étudiant.e.s…	débouchés durables.png	débouchés durables.png	debouches-durables@unipoly.ch
5	Thrift store UPFashionLab	https://www.facebook.com/upfashionlab/	UpFashionLab is Lausanne's first association dedicated to raising awareness around the fashion industry. The aim is to promote fashion that is shared, recycled and sustainable on campus.	UpFashionLab est la première association étudiante à Lausanne dévouée à la sensibilisation autour de l’industrie de la mode. Le but est de promouvoir une mode de partage, de récupération et de durabilité sur campus.	UPFL_logo.png	UPFL_logo.png	upfl@unipoly.ch
5	Bibliothèque d’objets	https://www.unil.ch/durable/fr/home/menuinst/campus-durable/projets-estudiantins/biblotheque-dobjets.html	Some of your objects take up space? Don't use them anymore? Are they in good condition? Want to save some space? The library is here! Your objects will have the opportunity to be used and will delight students. It is also possible to lend the objects for a certain time and take them back afterwards. On Wednesday evening from 17pm, the House of Sustainability is open for the loan and reception of objects.	Certains de vos objets prennent de la place ? Vous ne les utilisez plus ? Ils sont en bon état ? Vous souhaitez gagner un peu d'espace ? La bibliothèque est là ! Vos objets auront l'opportunité d'être utilisés et feront la joie d'étudiant·e·s. Il est aussi possible de prêter les objets pendant un certain temps et les reprendre par la suite. Le mercredi soir dès 17h, la Maison de la Durabilité est ouverte pour le prêt et la réception des objets.	biblio-d-objets.png	biblio-d-objets.png	41 765430478
5	Meubléco	https://meubleco.unipoly.ch/	Meubléco is a project run by the Unipoly association, aiming to promote eco-friendly practices and sustainability at the Unil-EPFL campus. It started in the fall of 2020 with a simple goal: encouraging the reuse of furniture. Meubléco allows students to buy and sell second-hand furniture at budget-friendly prices, making sustainable choices accessible to the Unil-EPFL community.	Meubléco est un projet mené par l'association Unipoly, visant à promouvoir des pratiques respectueuses de l'environnement et le développement durable sur le campus de l'Unil-EPFL. Il a débuté à l'automne 2020 avec un objectif simple : encourager la réutilisation des meubles. Meubléco permet aux étudiants d'acheter et de vendre des meubles d'occasion à des prix abordables, rendant ainsi les choix durables accessibles à la communauté de l'Unil-EPFL.	meubleco.png	meubleco.png	meubleco@unipoly.ch
5	Fix n’Replace	https://unipoly.ch/fix_n_replace-english/	Fix N’Replace organizes a series of "Repair Café" events on the UNIL/EPFL campuses. The organization's goal is to combat waste by extending the lifespan of various objects. They aim to promote reuse by providing easy access to repair services and teaching the fundamentals of repair🐣.	Fix N’Replace organise une série d'événements "Repair Café" sur les campus de l'UNIL/EPFL. L'objectif de l'organisation est de lutter contre le gaspillage en prolongeant la durée de vie de divers objets. Ils visent à promouvoir la réutilisation en offrant un accès facile à des services de réparation et en enseignant les fondements de la réparation 🐣.	fix n replace logo.png	fix n replace logo.png	fix.n.replace@unipoly.ch
5	Point vélo	https://www.epfl.ch/campus/mobility/mobility-and-travel/commuting/point-velo/	Point Vélo is a place where EPFL community members can buy new and used bikes and cycling gear at reduced prices, get affordable bike repairs, and attend free bike mechanics classes. These products and services are available only to EPFL community members. You will be asked to present your Campiro card.	Point Vélo est un lieu où les membres de la communauté de l'EPFL peuvent acheter des vélos neufs et d'occasion ainsi que des équipements cyclistes à des prix réduits, bénéficier de réparations de vélo abordables et participer à des cours de mécanique vélo gratuits. Ces produits et services sont disponibles uniquement pour les membres de la communauté de l'EPFL sur présentation de la carte CAMIPRO.	point velo title.png	point velo title.png	pointvelo@epfl.ch
5	Point Smart	https://www.epfl.ch/about/sustainability/sustainable-it/point-smart/	Point Smart extends the life of mobile phones by offering a at cost price repair service at the Poseidon premises on the Ecublens campus. This service is available daily from noon to 2 p.m.	Afin de prolonger la durée de vie des téléphones portables, un service de réparation à prix coûtant est offert sur le campus d’Ecublens tous les jours entre midi et 14 heures dans les locaux de Poséidon.	point smart title.png	point smart title.png	pointsmart@epfl.ch
6	Unipoly	https://unipoly.ch/	Unipoly aims to mobilize and initiate discussion on societal topics related to ecology among UNIL and EPFL students. To do this, the association is committed to the various authorities of these schools and it organizes film screenings, conferences, debates and many other projects, through its various poles.	Unipoly vise à mobiliser et amorcer la discussion sur des sujets sociétaux liés à l’écologie parmi les étudiant·e·x·s de l’UNIL et de l’EPFL. Pour ce faire, l'association est engagée auprès des différentes instances de ces écoles et elle organise des projections de films, des conférences, des débats et bien d’autres projets, à travers ses différents pôles..	Unipoly_logo.png	Unipoly_logo.png	comite@unipoly.ch
6	Polyquity	https://polyquity.ch/	Polyquity is a commission of AGEPoly, the student association of EPFL. Its main objectives are to provide open discussions on issues of discrimination and to raise awareness on campus about existing discriminations and ways to combat them. To achieve this, it organizes coffee discussions, workshops, and is responsible for the Instagram account "payetonepfl," which exposes and highlights discriminatory situations experienced on the EPFL campus, as well as numerous other projects to make everyday life at EPFL sustainable and inclusive for everyone.	Polyquity est une commission de l’AGEPoly, l’association des étudiant·x·e·s de l’EPFL. Ses objectifs principaux sont d’offrir des discussions ouvertes sur les questions de discrimination, ainsi que de sensibiliser le campus sur toutes les discriminations déjà existantes et aux moyens de les combattre. Elle organise pour cela des cafés-discussions, des ateliers, et est à l’origine du compte instagram payetonepfl, qui dénonce et rend visible les situations discriminatoires vécues sur le campus de l’EPFL, ainsi que de nombreux autres projets pour rendre le quotidien à l’EPFL durable et viable pour tou·x·te·s. 	polyquity_new.png	polyquity_new.png	eva@unipoly.ch
6	Queermanence	https://www.instagram.com/p/CkHJo0yj14L/	Queermanence aims to be a caring and confidential listening space. This place exists to give an initial warm support but also to help to find a staff (health, social or legal) trained and adapted to your needs. Queermanence's objective is to offer support during challenging times, such as instances of physical or verbal violence, harassment, and gender discrimination, while also providing guidance on gender, sexual, and intimate questions.	Queermanence se veut un espace d'écoute bienveillant et confidentiel. Ce lieu existe pour apporter un premier soutien chaleureux mais aussi pour aider à trouver un personnel (sanitaire, social ou juridique) formé et adapté à vos besoins, afin de vous soutenir dans les moments difficiles tels que : La violence physique ou verbale, le harcèlement, la discrimination de genre mais aussi de vous accompagner dans vos questionnements sur le genre, la sexualité et l'intimité.	logo queermanence.png	logo queermanence.png	planqueer@asso-unil.ch
6	Zero Emission Group	https://zeroemission.group/	Zero Emission Group is a student led initiative aimed at raising awareness and working with stakeholders on and beyond the EPFL campus in order to catalyze sustainable action. 🌍	Le groupe Zéro Émission est une initiative étudiante visant à sensibiliser et à collaborer avec les acteurs de l'EPFL sur et au-delà du campus afin de catalyser des actions durables. 🌍	zero_emission_group.png	zero_emission_group.png	
6	Ingénieur·e·s du monde	https://www.epfl.ch/campus/associations/list/idm/	Ingénieur·e·s du Monde (Engineers of the World) is a student association of EPFL-UNIL. Its objective is to make students aware of being responsible engineers for a fair and sustainable world. This involves informing students about the inequalities in the world, the environmental and ethical problems that exist, and sometimes trying to bring ideas for solutions by collaborating with partners around the world. the association also proposes internships in social sustainability for EPFL and UNIL students.	Ingénieur·e·s du Monde est une association d’étudiant·e·s de l’EPFL-UNIL. Son objectif est de sensibiliser les étudiant·e·s à être des ingénieur·e·s responsables pour un monde équitable et durable. Cela passe par renseigner les étudiant·e·s sur les inégalités dans le monde, les problèmes environnementaux et éthiques qui existent, et essayer parfois d’apporter des idées de solutions en collaborant avec des partenaires à travers le monde. L'association propose aussi des stages en durabilité sociale pour les étudiant·e·s EPFL-UNIL.	Ingénieur_e_s_du_monde 2.png	Ingénieur_e_s_du_monde 2.png	zeroemissiongroup@epfl.ch
6	Ingénieur·e·s Engagé.es	https://ingenieurs-engages.org/	The Ingénieurs Engagés (IE) movement aims to bring together all those who question the role and place of engineers in society. It mainly gathers students and engineers who want to give meaning to their (future) profession, aware of the social and environmental issues that our society must face today.	Le mouvement Ingénieur·e·s Engagés (IE) a pour but de rassembler toutes les personnes se questionnant sur le rôle et la place des ingénieur·e·s dans la société. Il réunit principalement des étudiants et ingénieur·es voulant donner du sens à leur (futur) métier, conscients des problématiques sociales et environnementales auxquelles notre société doit aujourd’hui faire face.	ie_lausanne.png	ie_lausanne.png	ingenieursdumonde@gmail.com
